city_name,census_block,crime_counts
Los Angeles,060372402003000,11
Los Angeles,060372402003001,5
Los Angeles,060372402003003,20
Los Angeles,060372402003004,12
Los Angeles,060372402003005,8
Los Angeles,060372402003007,19
Los Angeles,060372402003008,4
Los Angeles,060372403001001,18
Los Angeles,060372403001002,13
Los Angeles,060372403001005,15
Los Angeles,060372403001006,5
Los Angeles,060372403001007,15
Los Angeles,060372403003003,19
Los Angeles,060372403003009,4
Los Angeles,060372403004000,9
Los Angeles,060372403004001,16
Los Angeles,060372403004002,8
Los Angeles,060372403004003,4
Los Angeles,060372403004004,15
Los Angeles,060372404011000,10
Los Angeles,060372404011001,3
Los Angeles,060372404011004,5
Los Angeles,060372404012005,3
Los Angeles,060372404012006,6
Los Angeles,060372404012010,1
Los Angeles,060372404012011,3
Los Angeles,060372404012015,14
Los Angeles,060372404013001,10
Los Angeles,060372404013003,4
Los Angeles,060372404013005,15
Los Angeles,060372404021006,2
Los Angeles,060372404021007,11
Los Angeles,060372404022002,3
Los Angeles,060372404022005,15
Los Angeles,060372404022007,17
Los Angeles,060372404022008,14
Los Angeles,060372404022009,17
Los Angeles,060372404022011,6
Los Angeles,060372404022012,15
Los Angeles,060372404023000,10
Los Angeles,060372404023001,3
Los Angeles,060372404023002,2
Los Angeles,060372404023005,4
Los Angeles,060372404023006,6
Los Angeles,060372405001000,4
Los Angeles,060372405001001,10
Los Angeles,060372405001007,2
Los Angeles,060372405001008,6
Los Angeles,060372405002000,7
Los Angeles,060372405002003,18
Los Angeles,060372405002004,12
Los Angeles,060372405002005,18
Los Angeles,060372405002006,9
Los Angeles,060372405003000,8
Los Angeles,060372405003002,16
Los Angeles,060372405003003,5
Los Angeles,060372405003005,2
Los Angeles,060372405003006,10
Los Angeles,060372405003008,12
Los Angeles,060372405004003,2
Los Angeles,060372405004004,8
Los Angeles,060372405004007,13
Los Angeles,060372405004010,9
Los Angeles,060372405004012,5
Los Angeles,060372405004015,1
Los Angeles,060372405004019,1
Los Angeles,060372405004024,1
Los Angeles,060372406001001,20
Los Angeles,060372406001007,8
Los Angeles,060372406002000,5
Los Angeles,060372406002002,7
Los Angeles,060372406002003,2
Los Angeles,060372406002005,19
Los Angeles,060372406002006,19
Los Angeles,060372406003000,14
Los Angeles,060372406003001,16
Los Angeles,060372406003002,13
Los Angeles,060372406003004,15
Los Angeles,060372406003005,12
Los Angeles,060372406003007,20
Los Angeles,060372407001001,15
Los Angeles,060372407001002,9
Los Angeles,060372407001005,11
Los Angeles,060372407001014,3
Los Angeles,060372407001016,19
Los Angeles,060372407001017,2
Los Angeles,060372407001019,1
Los Angeles,060372407002000,8
Los Angeles,060372407002002,7
Los Angeles,060372407002003,9
Los Angeles,060372407002005,6
Los Angeles,060372407003000,8
Los Angeles,060372407003003,14
Los Angeles,060372407003004,8
Los Angeles,060372407003007,10
Los Angeles,060372407003012,5
Los Angeles,060372407004000,5
Los Angeles,060372407004001,13
Los Angeles,060372407004002,20
Los Angeles,060372407004003,4
Los Angeles,060372407004004,15
Los Angeles,060372407004006,12
Los Angeles,060372407005000,9
Los Angeles,060372407005005,7
Los Angeles,060372407005007,8
Los Angeles,060372407005008,3
Los Angeles,060372407005009,13
Los Angeles,060372408001000,5
Los Angeles,060372408001004,10
Los Angeles,060372408001008,19
Los Angeles,060372408002000,1
Los Angeles,060372408002003,3
Los Angeles,060372408002008,13
Los Angeles,060372408003000,8
Los Angeles,060372408003003,7
Los Angeles,060372408003005,5
Los Angeles,060372408003006,18
Los Angeles,060372408003009,8
Los Angeles,060372409001008,11
Los Angeles,060372409001010,10
Los Angeles,060372409002002,19
Los Angeles,060372409002003,7
Los Angeles,060372409002004,7
Los Angeles,060372409002005,3
Los Angeles,060372409002006,10
Los Angeles,060372409002007,4
Los Angeles,060372409002008,16
Los Angeles,060372409003001,3
Los Angeles,060372409003005,5
Los Angeles,060372409003006,5
Los Angeles,060372409003009,4
Los Angeles,060372409004003,1
Los Angeles,060372409004006,14
Los Angeles,060372409005001,11
Los Angeles,060372409005003,13
Los Angeles,060372409005006,2
Los Angeles,060372409005007,11
Los Angeles,060372410011000,15
Los Angeles,060372410011002,15
Los Angeles,060372410011005,9
Los Angeles,060372410011007,2
Los Angeles,060372410011008,3
Los Angeles,060372410012002,12
Los Angeles,060372410012003,2
Los Angeles,060372410012005,4
Los Angeles,060372410012011,8
Los Angeles,060372410012012,4
Los Angeles,060372410012015,1
Los Angeles,060372410012024,1
Los Angeles,060372410012029,1
Los Angeles,060372410013000,13
Los Angeles,060372410013003,7
Los Angeles,060372410013005,3
Los Angeles,060372410013008,9
Los Angeles,060372410013009,9
Los Angeles,060372410013010,2
Los Angeles,060372410013012,3
Los Angeles,060372410013016,2
Los Angeles,060372410013017,1
Los Angeles,060372410013019,1
Los Angeles,060372410021001,15
Los Angeles,060372410021005,15
Los Angeles,060372410022000,14
Los Angeles,060372410022001,6
Los Angeles,060372410022005,8
Los Angeles,060372410022009,2
Los Angeles,060372410022010,1
Los Angeles,060372410022011,10
Los Angeles,060372410022012,2
Los Angeles,060372410022013,16
Los Angeles,060372410023000,5
Los Angeles,060372410023001,6
Los Angeles,060372410023002,5
Los Angeles,060372410023003,3
Los Angeles,060372410023005,3
Los Angeles,060372410023006,5
Los Angeles,060372410023007,3
Los Angeles,060372411101001,8
Los Angeles,060372411101002,14
Los Angeles,060372411101003,9
Los Angeles,060372411102001,9
Los Angeles,060372411102002,9
Los Angeles,060372411102006,6
Los Angeles,060372411102007,5
Los Angeles,060372411201001,15
Los Angeles,060372411201002,1
Los Angeles,060372411201003,6
Los Angeles,060372411201004,1
Los Angeles,060372411201005,2
Los Angeles,060372411202001,18
Los Angeles,060372411202003,5
Los Angeles,060372411202004,5
Los Angeles,060372411202005,1
Los Angeles,060372411202010,16
Los Angeles,060372411202012,6
Los Angeles,060372411202013,8
Los Angeles,060372411203003,6
Los Angeles,060372411203004,2
Los Angeles,060372411203008,2
Los Angeles,060372411204001,19
Los Angeles,060372411204004,6
Los Angeles,060372412011001,11
Los Angeles,060372412011002,2
Los Angeles,060372412011006,16
Los Angeles,060372412012001,10
Los Angeles,060372412012002,5
Los Angeles,060372412012005,4
Los Angeles,060372412012007,10
Los Angeles,060372412013002,19
Los Angeles,060372412021001,9
Los Angeles,060372412021002,18
Los Angeles,060372412021005,10
Los Angeles,060372412021006,7
Los Angeles,060372412021007,7
Los Angeles,060372412022001,6
Los Angeles,060372412022004,6
Los Angeles,060372412022005,3
Los Angeles,060372412022006,6
Los Angeles,060372412022008,11
Los Angeles,060372412022009,3
Los Angeles,060372412023006,20
Los Angeles,060372412023010,10
Los Angeles,060372412023011,2
Los Angeles,060372412023012,1
Los Angeles,060372412023015,4
Los Angeles,060372412023021,2
Los Angeles,060372412024008,9
Los Angeles,060372412024010,2
Los Angeles,060372412024011,2
Los Angeles,060372412024012,2
Los Angeles,060372412024014,18
Los Angeles,060372412024015,1
Los Angeles,060372412024031,1
Los Angeles,060372412025003,8
Los Angeles,060372412025004,9
Los Angeles,060372412025005,5
Los Angeles,060372413001007,15
Los Angeles,060372413001013,7
Los Angeles,060372413001014,4
Los Angeles,060372413001015,9
Los Angeles,060372413001020,2
Los Angeles,060372413001021,1
Los Angeles,060372413001026,7
Los Angeles,060372413002001,14
Los Angeles,060372413002002,3
Los Angeles,060372413002003,11
Los Angeles,060372413002005,5
Los Angeles,060372413002006,6
Los Angeles,060372414001000,5
Los Angeles,060372414001002,2
Los Angeles,060372414002003,2
Los Angeles,060372414002007,16
Los Angeles,060372414002009,13
Los Angeles,060372414002010,6
Los Angeles,060372414002017,2
Los Angeles,060372414002021,8
Los Angeles,060372414002022,17
Los Angeles,060372420001001,6
Los Angeles,060372420001002,4
Los Angeles,060372420001005,17
Los Angeles,060372420001006,12
Los Angeles,060372420002000,14
Los Angeles,060372420002004,5
Los Angeles,060372420003000,3
Los Angeles,060372420003001,5
Los Angeles,060372420003002,3
Los Angeles,060372420003003,20
Los Angeles,060372420003004,14
Los Angeles,060372420003005,11
Los Angeles,060372420003006,20
Los Angeles,060372421001006,9
Los Angeles,060372422001000,20
Los Angeles,060372422001001,1
Los Angeles,060372422001003,16
Los Angeles,060372422001004,6
Los Angeles,060372422001005,2
Los Angeles,060372422001006,4
Los Angeles,060372422002000,3
Los Angeles,060372422002001,20
Los Angeles,060372422002002,12
Los Angeles,060372422002004,14
Los Angeles,060372422003003,3
Los Angeles,060372422003004,12
Los Angeles,060372422003005,5
Los Angeles,060372422004000,9
Los Angeles,060372422004001,17
Los Angeles,060372422004002,17
Los Angeles,060372422004003,5
Los Angeles,060372422004004,6
Los Angeles,060372422004005,6
Los Angeles,060372422004006,2
Los Angeles,060372423002000,4
Los Angeles,060372423002001,15
Los Angeles,060372423002004,1
Los Angeles,060372423002006,5
Los Angeles,060372423003000,2
Los Angeles,060372423003001,7
Los Angeles,060372423003002,4
Los Angeles,060372423003003,5
Los Angeles,060372423003005,6
Los Angeles,060372423003006,20
Los Angeles,060372423003007,17
Los Angeles,060372426001000,13
Los Angeles,060372426001001,17
Los Angeles,060372426001002,6
Los Angeles,060372426001004,17
Los Angeles,060372426002001,17
Los Angeles,060372426002004,15
Los Angeles,060372426003000,10
Los Angeles,060372426003002,19
Los Angeles,060372426003003,9
Los Angeles,060372427001001,7
Los Angeles,060372427001004,17
Los Angeles,060372427001006,13
Los Angeles,060372427001007,1
Los Angeles,060372427001009,9
Los Angeles,060372427002000,9
Los Angeles,060372427002002,5
Los Angeles,060372427002004,2
Los Angeles,060372427002005,5
Los Angeles,060372427003003,11
Los Angeles,060372427003004,16
Los Angeles,060372427003006,1
Los Angeles,060372427003007,17
Los Angeles,060372427004000,6
Los Angeles,060372427004001,17
Los Angeles,060372427004002,2
Los Angeles,060372427004005,10
Los Angeles,060372427004007,1
Los Angeles,060372427005001,17
Los Angeles,060372427005002,10
Los Angeles,060372427005004,16
Los Angeles,060372427005005,14
Los Angeles,060372427005008,11
Los Angeles,060372430001000,3
Los Angeles,060372430001001,1
Los Angeles,060372430001002,14
Los Angeles,060372430001003,6
Los Angeles,060372430001004,1
Los Angeles,060372430001006,19
Los Angeles,060372430001007,1
Los Angeles,060372430001008,15
Los Angeles,060372430001009,8
Los Angeles,060372430002000,20
Los Angeles,060372430002001,4
Los Angeles,060372430002002,2
Los Angeles,060372430002003,19
Los Angeles,060372430002004,6
Los Angeles,060372430003000,20
Los Angeles,060372430003001,7
Los Angeles,060372430003004,9
Los Angeles,060372430003005,17
Los Angeles,060372430003006,2
Los Angeles,060372430004000,2
Los Angeles,060372430004003,5
Los Angeles,060372430004004,3
Los Angeles,060372430004005,7
Los Angeles,060372430004007,12
Los Angeles,060372430004008,13
Los Angeles,060372430004009,1
Los Angeles,060372431001000,8
Los Angeles,060372431001001,2
Los Angeles,060372431001003,12
Los Angeles,060372431001004,5
Los Angeles,060372431001005,4
Los Angeles,060372431001007,17
Los Angeles,060372431001008,1
Los Angeles,060372431001009,19
Los Angeles,060372431002000,3
Los Angeles,060372431002005,17
Los Angeles,060372431003001,19
Los Angeles,060372431003004,5
Los Angeles,060372611011000,5
Los Angeles,060372611011003,5
Los Angeles,060372611011006,3
Los Angeles,060372611011007,7
Los Angeles,060372611011008,6
Los Angeles,060372611011010,2
Los Angeles,060372611012000,1
Los Angeles,060372611012003,12
Los Angeles,060372611012004,12
Los Angeles,060372611012014,8
Los Angeles,060372611012016,5
Los Angeles,060372611012018,2
Los Angeles,060372611012035,1
Los Angeles,060372611021001,9
Los Angeles,060372611021003,2
Los Angeles,060372611021004,2
Los Angeles,060372611022000,18
Los Angeles,060372611022001,8
Los Angeles,060372611022002,5
Los Angeles,060372611022003,4
Los Angeles,060372611022005,1
Los Angeles,060372611022007,6
Los Angeles,060372611022008,14
Los Angeles,060372611022009,1
Los Angeles,060372612001000,9
Los Angeles,060372612001001,8
Los Angeles,060372612001003,4
Los Angeles,060372612001006,2
Los Angeles,060372612001007,2
Los Angeles,060372612001009,3
Los Angeles,060372612001010,2
Los Angeles,060372612001011,2
Los Angeles,060372612001012,3
Los Angeles,060372612001013,2
Los Angeles,060372612001014,4
Los Angeles,060372612001035,1
Los Angeles,060372612001036,3
Los Angeles,060372612001038,13
Los Angeles,060372612001056,1
Los Angeles,060372612001061,2
Los Angeles,060372612001065,1
Los Angeles,060372612001066,4
Los Angeles,060372612001071,3
Los Angeles,060372612001072,3
Los Angeles,060372612001074,4
Los Angeles,060372612001075,3
Los Angeles,060372612001076,3
Los Angeles,060372612001082,2
Los Angeles,060372612001083,3
Los Angeles,060372612001085,5
Los Angeles,060372612002000,19
Los Angeles,060372612002001,1
Los Angeles,060372612002002,1
Los Angeles,060372612002005,2
Los Angeles,060372612002006,2
Los Angeles,060372612002008,1
Los Angeles,060372612002009,8
Los Angeles,060372612002011,2
Los Angeles,060372621001000,3
Los Angeles,060372621001002,5
Los Angeles,060372621001006,1
Los Angeles,060372621001007,1
Los Angeles,060372621001008,1
Los Angeles,060372621001014,1
Los Angeles,060372621001015,2
Los Angeles,060372621001016,1
Los Angeles,060372621002001,2
Los Angeles,060372621002004,3
Los Angeles,060372621002006,3
Los Angeles,060372621002012,1
Los Angeles,060372621002015,1
Los Angeles,060372621002019,1
Los Angeles,060372621003001,18
Los Angeles,060372621003006,10
Los Angeles,060372622001002,2
Los Angeles,060372622001003,5
Los Angeles,060372622001006,1
Los Angeles,060372622001009,1
Los Angeles,060372622001019,1
Los Angeles,060372622001020,1
Los Angeles,060372622001022,1
Los Angeles,060372622002007,2
Los Angeles,060372622002008,5
Los Angeles,060372622002010,13
Los Angeles,060372622002013,5
Los Angeles,060372622002014,10
Los Angeles,060372622002015,10
Los Angeles,060372622002018,8
Los Angeles,060372622002019,1
Los Angeles,060372622002020,10
Los Angeles,060372623011000,2
Los Angeles,060372623011002,3
Los Angeles,060372623011003,4
Los Angeles,060372623011004,3
Los Angeles,060372623011007,1
Los Angeles,060372623011008,7
Los Angeles,060372623011010,1
Los Angeles,060372623011011,2
Los Angeles,060372623011012,6
Los Angeles,060372623011016,1
Los Angeles,060372623011019,14
Los Angeles,060372623011020,18
Los Angeles,060372623021003,1
Los Angeles,060372623021005,4
Los Angeles,060372623021012,3
Los Angeles,060372623021014,2
Los Angeles,060372623021017,1
Los Angeles,060372623021021,5
Los Angeles,060372623021022,1
Los Angeles,060372623021024,2
Los Angeles,060372623021025,9
Los Angeles,060372623021028,9
Los Angeles,060372623022000,8
Los Angeles,060372623022001,8
Los Angeles,060372623022004,3
Los Angeles,060372623022005,5
Los Angeles,060372623022006,5
Los Angeles,060372623022007,5
Los Angeles,060372623031000,15
Los Angeles,060372623031002,14
Los Angeles,060372623031003,1
Los Angeles,060372623031004,4
Los Angeles,060372623031005,6
Los Angeles,060372623031007,5
Los Angeles,060372623031008,1
Los Angeles,060372623032000,17
Los Angeles,060372623032001,3
Los Angeles,060372623032003,4
Los Angeles,060372623032006,1
Los Angeles,060372623032007,3
Los Angeles,060372623032008,1
Los Angeles,060372623032009,5
Los Angeles,060372623033000,8
Los Angeles,060372623033002,1
Los Angeles,060372623033003,4
Los Angeles,060372623033004,6
Los Angeles,060372623033006,4
Los Angeles,060372623033007,2
Los Angeles,060372623033009,1
Los Angeles,060372624001003,9
Los Angeles,060372624001004,1
Los Angeles,060372624001007,1
Los Angeles,060372624001008,2
Los Angeles,060372624001010,1
Los Angeles,060372624001011,8
Los Angeles,060372624001017,2
Los Angeles,060372624001019,1
Los Angeles,060372624001022,3
Los Angeles,060372624002000,8
Los Angeles,060372624002001,5
Los Angeles,060372624002003,5
Los Angeles,060372624002004,15
Los Angeles,060372624002006,1
Los Angeles,060372624002007,7
Los Angeles,060372624002008,2
Los Angeles,060372624002009,13
Los Angeles,060372624002011,3
Los Angeles,060372625011000,2
Los Angeles,060372625011001,1
Los Angeles,060372625011005,2
Los Angeles,060372625011006,1
Los Angeles,060372625011007,2
Los Angeles,060372625011008,3
Los Angeles,060372625011009,1
Los Angeles,060372625012001,1
Los Angeles,060372625012002,1
Los Angeles,060372625012003,1
Los Angeles,060372625012004,3
Los Angeles,060372625012006,2
Los Angeles,060372625012007,6
Los Angeles,060372625012008,2
Los Angeles,060372625012009,4
Los Angeles,060372625012010,3
Los Angeles,060372625012011,9
Los Angeles,060372625013000,8
Los Angeles,060372625013001,4
Los Angeles,060372625013003,2
Los Angeles,060372625013004,5
Los Angeles,060372625013005,3
Los Angeles,060372625013008,1
Los Angeles,060372625013011,2
Los Angeles,060372625013013,1
Los Angeles,060372625013017,1
Los Angeles,060372625013018,1
Los Angeles,060372625013019,1
Los Angeles,060372626011000,2
Los Angeles,060372626011002,7
Los Angeles,060372626011003,1
Los Angeles,060372626011004,3
Los Angeles,060372626011010,1
Los Angeles,060372626011011,12
Los Angeles,060372626011012,2
Los Angeles,060372626011013,4
Los Angeles,060372626011014,5
Los Angeles,060372626011015,2
Los Angeles,060372626011016,1
Los Angeles,060372626011017,2
Los Angeles,060372626011019,3
Los Angeles,060372626041000,2
Los Angeles,060372626041001,4
Los Angeles,060372626041005,1
Los Angeles,060372626041007,7
Los Angeles,060372626041009,1
Los Angeles,060372626042000,5
Los Angeles,060372626042005,1
Los Angeles,060372626042006,2
Los Angeles,060372626042008,5
Los Angeles,060372626042009,2
Los Angeles,060372626042010,7
Los Angeles,060372626043000,19
Los Angeles,060372626043002,12
Los Angeles,060372626043007,1
Los Angeles,060372626043011,3
Los Angeles,060372626043013,2
Los Angeles,060372626043015,5
Los Angeles,060372626043016,2
Los Angeles,060372626043017,12
Los Angeles,060372626043019,8
Los Angeles,060372626043020,2
Los Angeles,060372626043021,3
Los Angeles,060372626044001,2
Los Angeles,060372626044006,1
Los Angeles,060372626044007,4
Los Angeles,060372626044008,3
Los Angeles,060372626044011,4
Los Angeles,060372626044012,1
Los Angeles,060372626044013,1
Los Angeles,060372626044014,1
Los Angeles,060372627041000,16
Los Angeles,060372627041003,3
Los Angeles,060372627041006,1
Los Angeles,060372627041007,6
Los Angeles,060372627041010,2
Los Angeles,060372627041011,6
Los Angeles,060372627041020,4
Los Angeles,060372627041023,1
Los Angeles,060372627041026,14
Los Angeles,060372627041027,1
Los Angeles,060372627041029,1
Los Angeles,060372627041033,14
Los Angeles,060372627041034,4
Los Angeles,060372627041036,4
Los Angeles,060372627041038,1
Los Angeles,060372627041039,2
Los Angeles,060372627061000,4
Los Angeles,060372627061003,8
Los Angeles,060372627061004,3
Los Angeles,060372627061005,4
Los Angeles,060372627061008,2
Los Angeles,060372627061010,4
Los Angeles,060372627061012,1
Los Angeles,060372627061015,1
Los Angeles,060372627061016,2
Los Angeles,060372627061021,5
Los Angeles,060372627062000,9
Los Angeles,060372627062003,8
Los Angeles,060372627062006,3
Los Angeles,060372627062009,1
Los Angeles,060372627062010,2
Los Angeles,060372627062012,6
Los Angeles,060372627062014,1
Los Angeles,060372627062016,1
Los Angeles,060372627062018,1
Los Angeles,060372627062020,2
Los Angeles,060372627062029,2
Los Angeles,060372627063003,2
Los Angeles,060372627063004,1
Los Angeles,060372627063005,3
Los Angeles,060372627063006,2
Los Angeles,060372627063010,1
Los Angeles,060372628021000,11
Los Angeles,060372628021001,3
Los Angeles,060372628021003,15
Los Angeles,060372628021005,1
Los Angeles,060372628021006,2
Los Angeles,060372628021008,2
Los Angeles,060372628021009,3
Los Angeles,060372628021012,2
Los Angeles,060372628022000,6
Los Angeles,060372628022002,3
Los Angeles,060372628022003,1
Los Angeles,060372628022004,9
Los Angeles,060372628022005,3
Los Angeles,060372628022008,4
Los Angeles,060372628022009,5
Los Angeles,060372628022010,3
Los Angeles,060372628022011,4
Los Angeles,060372628023000,2
Los Angeles,060372628023005,2
Los Angeles,060372628023006,3
Los Angeles,060372628023008,2
Los Angeles,060372628023011,3
Los Angeles,060372628023013,15
Los Angeles,060372628023015,3
Los Angeles,060372628023021,14
Los Angeles,060372628023022,4
Los Angeles,060372628023024,3
Los Angeles,060372628023025,2
Los Angeles,060372628023028,3
Los Angeles,060372640001000,1
Los Angeles,060372640001002,1
Los Angeles,060372640001003,3
Los Angeles,060372640001005,1
Los Angeles,060372640001006,2
Los Angeles,060372640001007,9
Los Angeles,060372640001009,1
Los Angeles,060372640001011,2
Los Angeles,060372640001013,2
Los Angeles,060372640001015,1
Los Angeles,060372640001018,2
Los Angeles,060372640001020,1
Los Angeles,060372640001021,5
Los Angeles,060372640001023,11
Los Angeles,060372640002000,1
Los Angeles,060372640002002,4
Los Angeles,060372640002004,3
Los Angeles,060372640002006,7
Los Angeles,060372640002007,2
Los Angeles,060372640002008,3
Los Angeles,060372640002009,3
Los Angeles,060372640002011,6
Los Angeles,060372640002012,5
Los Angeles,060372640002015,10
Los Angeles,060372640002016,1
Los Angeles,060372640002017,1
Los Angeles,060372640003000,9
Los Angeles,060372640003001,1
Los Angeles,060372640003002,1
Los Angeles,060372640003003,3
Los Angeles,060372640003004,3
Los Angeles,060372640003005,3
Los Angeles,060372640003012,7
Los Angeles,060372640003013,2
Los Angeles,060372641021000,2
Los Angeles,060372641021002,12
Los Angeles,060372641021003,5
Los Angeles,060372641021007,8
Los Angeles,060372641031002,2
Los Angeles,060372641031005,13
Los Angeles,060372641031006,14
Los Angeles,060372641031010,6
Los Angeles,060372643011000,9
Los Angeles,060372643011001,13
Los Angeles,060372643011002,10
Los Angeles,060372643011003,11
Los Angeles,060372643011004,13
Los Angeles,060372643011005,5
Los Angeles,060372643012000,12
Los Angeles,060372643012001,14
Los Angeles,060372643012005,15
Los Angeles,060372643013000,4
Los Angeles,060372643013001,9
Los Angeles,060372643013002,15
Los Angeles,060372643013006,6
Los Angeles,060372643013007,11
Los Angeles,060372643021000,4
Los Angeles,060372643021001,15
Los Angeles,060372643021004,4
Los Angeles,060372643021005,9
Los Angeles,060372643021006,6
Los Angeles,060372643021007,18
Los Angeles,060372643022000,11
Los Angeles,060372643022001,6
Los Angeles,060372643022004,3
Los Angeles,060372643022005,3
Los Angeles,060372643022006,8
Los Angeles,060372643022009,1
Los Angeles,060372643022012,9
Los Angeles,060372643023002,1
Los Angeles,060372643023007,1
Los Angeles,060372643023015,3
Los Angeles,060372643023016,1
Los Angeles,060372643023019,10
Los Angeles,060372643023020,6
Los Angeles,060372643023023,2
Los Angeles,060372651001002,4
Los Angeles,060372651001005,1
Los Angeles,060372651001007,1
Los Angeles,060372651001009,12
Los Angeles,060372651002001,5
Los Angeles,060372651002002,4
Los Angeles,060372651002003,12
Los Angeles,060372651002004,5
Los Angeles,060372651002005,4
Los Angeles,060372651002006,1
Los Angeles,060372651002007,1
Los Angeles,060372651002014,2
Los Angeles,060372651002015,3
Los Angeles,060372651002016,2
Los Angeles,060372651002017,8
Los Angeles,060372651002019,1
Los Angeles,060372651002022,9
Los Angeles,060372652011000,2
Los Angeles,060372652011001,4
Los Angeles,060372652011002,3
Los Angeles,060372652011003,2
Los Angeles,060372652011004,1
Los Angeles,060372652011005,2
Los Angeles,060372652011007,6
Los Angeles,060372652011009,17
Los Angeles,060372652012001,3
Los Angeles,060372652021000,5
Los Angeles,060372652022000,7
Los Angeles,060372652022001,2
Los Angeles,060372652022002,3
Los Angeles,060372652023001,8
Los Angeles,060372652023003,15
Los Angeles,060372652023004,16
Los Angeles,060372652023007,2
Los Angeles,060372652024001,4
Los Angeles,060372652024002,2
Los Angeles,060372652024004,7
Los Angeles,060372652024005,19
Los Angeles,060372652024006,15
Los Angeles,060372653011003,9
Los Angeles,060372653011005,9
Los Angeles,060372653011007,2
Los Angeles,060372653011011,15
Los Angeles,060372653011012,14
Los Angeles,060372653031001,4
Los Angeles,060372653032000,19
Los Angeles,060372653032003,7
Los Angeles,060372653041000,7
Los Angeles,060372653041001,14
Los Angeles,060372653041002,17
Los Angeles,060372653042000,1
Los Angeles,060372653042001,2
Los Angeles,060372653051000,2
Los Angeles,060372653051001,7
Los Angeles,060372653051004,15
Los Angeles,060372653051005,2
Los Angeles,060372653051006,7
Los Angeles,060372653051008,1
Los Angeles,060372653051009,2
Los Angeles,060372654101002,1
Los Angeles,060372654101003,4
Los Angeles,060372654101004,2
Los Angeles,060372654101007,3
Los Angeles,060372654101008,2
Los Angeles,060372654101012,2
Los Angeles,060372654102001,18
Los Angeles,060372654102002,2
Los Angeles,060372654102007,5
Los Angeles,060372654102009,1
Los Angeles,060372654102013,3
Los Angeles,060372654102014,5
Los Angeles,060372654102017,4
Los Angeles,060372654201001,1
Los Angeles,060372654201003,4
Los Angeles,060372654201004,6
Los Angeles,060372654201005,1
Los Angeles,060372654201006,5
Los Angeles,060372654201007,5
Los Angeles,060372654201008,5
Los Angeles,060372654201010,3
Los Angeles,060372654201011,3
Los Angeles,060372654202000,2
Los Angeles,060372654202002,2
Los Angeles,060372654202003,4
Los Angeles,060372654202005,1
Los Angeles,060372654202007,2
Los Angeles,060372654202008,1
Los Angeles,060372654202009,5
Los Angeles,060372654202010,5
Los Angeles,060372654202011,3
Los Angeles,060372655101001,4
Los Angeles,060372655101002,3
Los Angeles,060372655101004,1
Los Angeles,060372655101005,19
Los Angeles,060372655101007,1
Los Angeles,060372655101008,1
Los Angeles,060372655101009,1
Los Angeles,060372655101011,17
Los Angeles,060372655101014,16
Los Angeles,060372655102003,8
Los Angeles,060372655102004,6
Los Angeles,060372655201000,1
Los Angeles,060372655201001,6
Los Angeles,060372655201002,9
Los Angeles,060372655201005,2
Los Angeles,060372655201006,13
Los Angeles,060372655201007,9
Los Angeles,060372655202002,1
Los Angeles,060372655202003,1
Los Angeles,060372655202005,1
Los Angeles,060372655203001,1
Los Angeles,060372655203003,10
Los Angeles,060372655203004,9
Los Angeles,060372655203005,12
Los Angeles,060372655203007,14
Los Angeles,060372655203009,5
Los Angeles,060372655203013,3
Los Angeles,060372655203017,1
Los Angeles,060372656011000,5
Los Angeles,060372656011002,7
Los Angeles,060372656011004,6
Los Angeles,060372656011006,5
Los Angeles,060372656011008,8
Los Angeles,060372656011010,1
Los Angeles,060372656011011,1
Los Angeles,060372656011012,2
Los Angeles,060372656011013,12
Los Angeles,060372656012000,4
Los Angeles,060372656012003,3
Los Angeles,060372656012007,8
Los Angeles,060372656012009,18
Los Angeles,060372656012010,1
Los Angeles,060372656021000,1
Los Angeles,060372656021001,5
Los Angeles,060372656021004,1
Los Angeles,060372656021005,1
Los Angeles,060372656022000,3
Los Angeles,060372656022001,2
Los Angeles,060372656022002,4
Los Angeles,060372656022003,2
Los Angeles,060372656022005,7
Los Angeles,060372656022006,2
Los Angeles,060372656022007,7
Los Angeles,060372657001001,2
Los Angeles,060372657001002,1
Los Angeles,060372657001005,4
Los Angeles,060372657001008,8
Los Angeles,060372657002000,2
Los Angeles,060372657002001,1
Los Angeles,060372657002003,2
Los Angeles,060372657002006,5
Los Angeles,060372657002007,4
Los Angeles,060372657002008,3
Los Angeles,060372657002009,2
Los Angeles,060372657002010,11
Los Angeles,060372657002011,1
Los Angeles,060372657002012,7
Los Angeles,060372657002013,1
Los Angeles,060372657002015,1
Los Angeles,060372657002016,1
Los Angeles,060372657002017,13
Los Angeles,060372657003001,15
Los Angeles,060372657003003,11
Los Angeles,060372657003004,5
Los Angeles,060372671001002,8
Los Angeles,060372671001003,1
Los Angeles,060372671001004,6
Los Angeles,060372671001005,1
Los Angeles,060372671001006,11
Los Angeles,060372671001007,13
Los Angeles,060372671001008,3
Los Angeles,060372671001009,2
Los Angeles,060372671001010,1
Los Angeles,060372671002004,7
Los Angeles,060372671002005,17
Los Angeles,060372671002008,1
Los Angeles,060372671002010,7
Los Angeles,060372671002011,3
Los Angeles,060372671002012,2
Los Angeles,060372671002014,2
Los Angeles,060372671002015,2
Los Angeles,060372671003001,7
Los Angeles,060372671003002,9
Los Angeles,060372671003003,4
Los Angeles,060372671003004,5
