type,date,day,time,operation,operation2,latitude,longitude,gender,age,ethnic,officer_ethnic,legislation,objectofsearch,outcome,outcome_link,clothing_rm
Vehicle search,2018-12-03T16:22:00Z,2018-12-03,16:22:00,FALSE,NA,53.467088,-2.238898,NA,NA,NA,NA,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Vehicle search,2018-12-08T23:24:00Z,2018-12-08,23:24:00,FALSE,NA,53.605916,-2.169362,NA,NA,NA,NA,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
Vehicle search,2018-12-08T23:34:00Z,2018-12-08,23:34:00,FALSE,NA,53.507459,-2.241447,NA,NA,NA,NA,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Vehicle search,2018-12-09T15:50:00Z,2018-12-09,15:50:00,FALSE,NA,53.495323,-2.096417,NA,NA,NA,NA,Police and Criminal Evidence Act 1984 (section 1),NA,Arrest,FALSE,FALSE
Vehicle search,2018-12-11T00:20:00Z,2018-12-11,00:20:00,FALSE,NA,53.628369,-2.148388,NA,NA,NA,NA,Police and Criminal Evidence Act 1984 (section 1),NA,A no further action disposal,NA,FALSE
Vehicle search,2018-12-13T08:47:00Z,2018-12-13,08:47:00,FALSE,NA,53.50259,-2.226208,NA,NA,NA,NA,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Vehicle search,2018-12-13T16:06:00Z,2018-12-13,16:06:00,FALSE,NA,53.412421,-2.157383,NA,NA,NA,NA,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Vehicle search,2018-12-14T01:25:00Z,2018-12-14,01:25:00,FALSE,NA,53.688605,-2.681148,NA,NA,NA,NA,Police and Criminal Evidence Act 1984 (section 1),NA,Summons / charged by post,FALSE,FALSE
Vehicle search,2018-12-15T00:20:00Z,2018-12-15,00:20:00,FALSE,NA,53.463693,-2.250703,NA,NA,NA,NA,Police and Criminal Evidence Act 1984 (section 1),NA,A no further action disposal,NA,FALSE
Vehicle search,2018-12-16T02:45:00Z,2018-12-16,02:45:00,FALSE,NA,53.489832,-2.294082,NA,NA,NA,NA,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Vehicle search,2018-12-16T05:30:00Z,2018-12-16,05:30:00,FALSE,NA,53.478144,-2.234304,NA,NA,NA,NA,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
Vehicle search,2018-12-18T11:50:00Z,2018-12-18,11:50:00,FALSE,NA,53.541275,-2.092115,NA,NA,NA,NA,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,TRUE,FALSE
Vehicle search,2018-12-20T03:30:00Z,2018-12-20,03:30:00,FALSE,NA,53.530704,-2.191237,NA,NA,NA,NA,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Vehicle search,2018-12-21T19:45:00Z,2018-12-21,19:45:00,FALSE,NA,53.472219,-2.235356,NA,NA,NA,NA,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Vehicle search,2018-12-24T14:00:00Z,2018-12-24,14:00:00,FALSE,NA,53.461362,-2.247888,NA,NA,NA,NA,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,TRUE,FALSE
Vehicle search,2018-12-28T03:00:00Z,2018-12-28,03:00:00,FALSE,NA,53.557421,-2.136697,NA,NA,NA,NA,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Vehicle search,2018-12-28T04:20:00Z,2018-12-28,04:20:00,FALSE,NA,53.411596,-2.148775,NA,NA,NA,NA,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,TRUE,FALSE
Vehicle search,2018-12-28T10:58:00Z,2018-12-28,10:58:00,FALSE,NA,53.362562,-2.271671,NA,NA,NA,NA,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Vehicle search,2018-12-29T01:20:00Z,2018-12-29,01:20:00,FALSE,NA,53.590766,-2.296339,NA,NA,NA,NA,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,FALSE,FALSE
