type,date,day,time,operation,operation2,latitude,longitude,gender,age,ethnic,officer_ethnic,legislation,objectofsearch,outcome,outcome_link,clothing_rm
Person search,2018-12-24T21:45:00Z,2018-12-24,21:45:00,TRUE,NA,53.321424,-2.735064,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-27T18:20:00Z,2018-12-27,18:20:00,FALSE,NA,53.548199,-2.426379,Female,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-28T18:45:00Z,2018-12-28,18:45:00,TRUE,NA,53.48125,-2.236341,NA,NA,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Caution (simple or conditional),TRUE,FALSE
Person search,2018-12-02T01:30:00Z,2018-12-02,01:30:00,TRUE,NA,53.47851,-2.248907,Male,25-34,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,FALSE,FALSE
Person search,2018-12-03T18:40:00Z,2018-12-03,18:40:00,TRUE,NA,53.510905,-2.206348,Male,NA,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,FALSE,FALSE
Person search,2018-12-07T21:01:00Z,2018-12-07,21:01:00,FALSE,NA,53.464324,-2.23236,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-07T21:04:00Z,2018-12-07,21:04:00,FALSE,NA,53.464324,-2.23236,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-07T23:27:00Z,2018-12-07,23:27:00,TRUE,NA,53.482225,-2.238637,Male,NA,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-08T23:45:00Z,2018-12-08,23:45:00,FALSE,NA,53.45547,-2.22796,Male,over 34,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-09T00:22:00Z,2018-12-09,00:22:00,FALSE,NA,53.455158,-2.211483,NA,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,FALSE,FALSE
Person and Vehicle search,2018-12-12T21:51:00Z,2018-12-12,21:51:00,FALSE,NA,53.468653,-2.238289,Male,25-34,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-15T22:22:00Z,2018-12-15,22:22:00,FALSE,NA,53.462676,-2.242819,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,TRUE,FALSE
Person and Vehicle search,2018-12-15T22:22:00Z,2018-12-15,22:22:00,FALSE,NA,53.462676,-2.242819,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,TRUE,FALSE
Person search,2018-12-17T14:20:00Z,2018-12-17,14:20:00,FALSE,NA,53.686384,-2.689153,Male,25-34,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-19T06:00:00Z,2018-12-19,06:00:00,FALSE,NA,53.45153,-2.229339,Male,over 34,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-20T14:10:00Z,2018-12-20,14:10:00,FALSE,NA,53.543567,-2.292961,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-21T14:15:00Z,2018-12-21,14:15:00,FALSE,NA,53.55037,-2.297144,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-29T12:00:00Z,2018-12-29,12:00:00,FALSE,NA,53.456934,-2.228329,Male,over 34,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-04T14:15:00Z,2018-12-04,14:15:00,TRUE,NA,53.480404,-2.232539,Male,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-15T20:56:00Z,2018-12-15,20:56:00,TRUE,NA,53.482225,-2.238637,Male,NA,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Other,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-21T11:20:00Z,2018-12-21,11:20:00,TRUE,NA,53.592269,-2.295459,Male,over 34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-27T14:50:00Z,2018-12-27,14:50:00,FALSE,NA,53.581697,-2.434389,Male,10-17,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Caution (simple or conditional),TRUE,FALSE
Person search,2018-12-29T07:15:00Z,2018-12-29,07:15:00,FALSE,NA,53.455265,-2.226814,Male,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,NA,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-03T17:07:00Z,2018-12-03,17:07:00,TRUE,NA,53.512683,-2.207095,NA,NA,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Vehicle search,2018-12-14T02:13:00Z,2018-12-14,02:13:00,FALSE,NA,53.509881,-2.210836,Male,NA,Mixed/Multiple ethnic groups - White and Black Caribbean,NA,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-16T17:45:00Z,2018-12-16,17:45:00,FALSE,NA,53.454569,-2.117753,Male,10-17,Mixed/Multiple ethnic groups - White and Black Caribbean,NA,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
Person search,2018-12-23T19:00:00Z,2018-12-23,19:00:00,FALSE,NA,53.478493,-2.239655,NA,10-17,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-26T14:20:00Z,2018-12-26,14:20:00,TRUE,NA,53.480729,-2.240768,NA,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
Person search,2018-12-26T14:25:00Z,2018-12-26,14:25:00,TRUE,NA,53.480277,-2.237782,Male,NA,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-29T05:58:00Z,2018-12-29,05:58:00,FALSE,NA,53.45143,-2.336085,NA,25-34,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,FALSE,FALSE
Person search,2018-12-29T23:25:00Z,2018-12-29,23:25:00,FALSE,NA,53.457828,-2.225879,Male,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Caution (simple or conditional),TRUE,FALSE
Person search,2018-12-31T22:44:00Z,2018-12-31,22:44:00,FALSE,NA,53.408637,-2.163461,Male,10-17,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-11T08:30:00Z,2018-12-11,08:30:00,FALSE,NA,53.524262,-2.416364,Male,10-17,Other ethnic group - Any other ethnic group,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,TRUE,FALSE
Person search,2018-12-24T10:45:00Z,2018-12-24,10:45:00,FALSE,NA,53.47927,-2.242372,Male,25-34,Other ethnic group - Any other ethnic group,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-25T07:37:00Z,2018-12-25,07:37:00,FALSE,NA,53.362505,-2.273249,Male,over 34,Other ethnic group - Any other ethnic group,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-09T01:46:00Z,2018-12-09,01:46:00,FALSE,NA,53.509645,-2.24057,Male,18-24,Other ethnic group - Arab,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-17T12:36:00Z,2018-12-17,12:36:00,FALSE,NA,53.442338,-2.278458,NA,over 34,Other ethnic group - Arab,Other,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-17T12:36:00Z,2018-12-17,12:36:00,FALSE,NA,53.442338,-2.278458,Female,over 34,Other ethnic group - Arab,Other,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-28T18:40:00Z,2018-12-28,18:40:00,TRUE,NA,53.48125,-2.236341,Male,18-24,Other ethnic group - Arab,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,TRUE,FALSE
Person search,2018-12-01T01:05:00Z,2018-12-01,01:05:00,FALSE,NA,53.540885,-2.117389,Male,NA,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-03T07:59:00Z,2018-12-03,07:59:00,FALSE,NA,53.548215,-2.526291,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,FALSE,FALSE
Person search,2018-12-04T11:55:00Z,2018-12-04,11:55:00,TRUE,NA,53.479184,-2.240367,Male,25-34,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-05T00:30:00Z,2018-12-05,00:30:00,FALSE,NA,53.446395,-2.330293,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-05T18:15:00Z,2018-12-05,18:15:00,FALSE,NA,53.535803,-2.10102,Male,18-24,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
Person search,2018-12-06T23:20:00Z,2018-12-06,23:20:00,FALSE,NA,53.573938,-2.447206,Male,18-24,Other ethnic group - Not stated,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-07T20:57:00Z,2018-12-07,20:57:00,FALSE,NA,53.357924,-2.054802,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-07T22:00:00Z,2018-12-07,22:00:00,FALSE,NA,53.492936,-2.253543,Male,25-34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-08T23:24:00Z,2018-12-08,23:24:00,FALSE,NA,53.605916,-2.169362,Male,NA,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-11T08:30:00Z,2018-12-11,08:30:00,FALSE,NA,53.523973,-2.422048,NA,NA,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-12T11:01:00Z,2018-12-12,11:01:00,FALSE,NA,53.546389,-2.628832,Male,over 34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-13T00:45:00Z,2018-12-13,00:45:00,FALSE,NA,53.444504,-2.314892,Male,25-34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-13T01:15:00Z,2018-12-13,01:15:00,FALSE,NA,53.530423,-2.106634,NA,over 34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-13T23:30:00Z,2018-12-13,23:30:00,FALSE,NA,53.545579,-2.140039,Male,NA,Other ethnic group - Not stated,Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-17T14:35:00Z,2018-12-17,14:35:00,FALSE,NA,53.478066,-2.246252,Male,NA,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-21T19:34:00Z,2018-12-21,19:34:00,FALSE,NA,53.472219,-2.235356,Male,18-24,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-21T19:45:00Z,2018-12-21,19:45:00,FALSE,NA,53.472219,-2.235356,Female,over 34,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-25T17:40:00Z,2018-12-25,17:40:00,FALSE,NA,53.450982,-2.03214,Male,25-34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,FALSE,FALSE
Person search,2018-12-27T02:05:00Z,2018-12-27,02:05:00,FALSE,NA,53.373826,-2.237398,Male,25-34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-27T04:00:00Z,2018-12-27,04:00:00,FALSE,NA,53.436274,-2.27321,NA,NA,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-27T04:05:00Z,2018-12-27,04:05:00,FALSE,NA,53.483332,-2.246855,Male,25-34,Other ethnic group - Not stated,NA,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-27T18:14:00Z,2018-12-27,18:14:00,FALSE,NA,53.408522,-2.278959,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-27T18:17:00Z,2018-12-27,18:17:00,TRUE,NA,53.481723,-2.242612,Male,NA,Other ethnic group - Not stated,Asian,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,FALSE,FALSE
Person and Vehicle search,2018-12-27T23:15:00Z,2018-12-27,23:15:00,FALSE,NA,53.38564,-2.179174,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
Person search,2018-12-28T21:55:00Z,2018-12-28,21:55:00,FALSE,NA,53.365001,-2.274076,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-28T23:00:00Z,2018-12-28,23:00:00,FALSE,NA,53.597055,-2.432719,Male,25-34,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,FALSE,FALSE
Person search,2018-12-29T21:12:00Z,2018-12-29,21:12:00,TRUE,NA,53.480729,-2.240768,Male,18-24,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-30T06:30:00Z,2018-12-30,06:30:00,FALSE,NA,53.577973,-2.42757,Male,NA,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-31T20:09:00Z,2018-12-31,20:09:00,FALSE,NA,53.48125,-2.236341,Male,18-24,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-06T23:05:00Z,2018-12-06,23:05:00,FALSE,NA,53.573938,-2.447206,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-13T09:43:00Z,2018-12-13,09:43:00,FALSE,NA,53.592174,-2.437715,Female,over 34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-13T14:34:00Z,2018-12-13,14:34:00,FALSE,NA,53.437642,-2.164641,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-14T01:20:00Z,2018-12-14,01:20:00,FALSE,NA,53.482225,-2.238637,Male,25-34,White - Any other White background,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,NA,FALSE
Person search,2018-12-14T11:55:00Z,2018-12-14,11:55:00,TRUE,NA,53.478436,-2.241041,NA,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-17T02:50:00Z,2018-12-17,02:50:00,FALSE,NA,53.447441,-2.219124,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,TRUE,FALSE
Person search,2018-12-17T03:00:00Z,2018-12-17,03:00:00,FALSE,NA,53.447441,-2.219124,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,TRUE,FALSE
Person search,2018-12-17T14:43:00Z,2018-12-17,14:43:00,TRUE,NA,53.478066,-2.246252,Male,NA,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,NA,FALSE
Person search,2018-12-22T16:35:00Z,2018-12-22,16:35:00,FALSE,NA,53.595926,-2.292054,Male,over 34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Summons / charged by post,TRUE,FALSE
Person and Vehicle search,2018-12-23T00:02:00Z,2018-12-23,00:02:00,FALSE,NA,53.453951000000004,-2.180336,NA,NA,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Summons / charged by post,FALSE,FALSE
Person search,2018-12-29T22:20:00Z,2018-12-29,22:20:00,FALSE,NA,53.362562,-2.271641,Male,18-24,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-29T22:20:00Z,2018-12-29,22:20:00,FALSE,NA,53.362562,-2.271641,NA,18-24,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-01T00:20:00Z,2018-12-01,00:20:00,FALSE,NA,53.591915,-2.296619,NA,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,TRUE,FALSE
Person search,2018-12-01T03:32:00Z,2018-12-01,03:32:00,FALSE,NA,53.479559,-2.232549,Male,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-01T09:30:00Z,2018-12-01,09:30:00,FALSE,NA,53.479782,-2.096909,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,NA,FALSE
Person search,2018-12-01T17:00:00Z,2018-12-01,17:00:00,FALSE,NA,53.452522,-2.245788,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-01T17:37:00Z,2018-12-01,17:37:00,FALSE,NA,53.437456,-2.162503,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-01T19:46:00Z,2018-12-01,19:46:00,FALSE,NA,53.482225,-2.238637,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-01T20:51:00Z,2018-12-01,20:51:00,FALSE,NA,NA,NA,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,TRUE,FALSE
Person search,2018-12-01T22:53:00Z,2018-12-01,22:53:00,FALSE,NA,53.496214,-2.069527,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-01T22:53:00Z,2018-12-01,22:53:00,FALSE,NA,53.496214,-2.069527,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-01T22:53:00Z,2018-12-01,22:53:00,FALSE,NA,53.496214,-2.069527,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-02T03:25:00Z,2018-12-02,03:25:00,FALSE,NA,53.424707,-2.319606,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-02T03:40:00Z,2018-12-02,03:40:00,FALSE,NA,53.424707,-2.319606,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-02T15:15:00Z,2018-12-02,15:15:00,FALSE,NA,53.453574,-2.222438,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
Person search,2018-12-02T16:00:00Z,2018-12-02,16:00:00,FALSE,NA,53.540885,-2.117389,NA,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-02T22:10:00Z,2018-12-02,22:10:00,FALSE,NA,53.578526,-2.428965,NA,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,FALSE,FALSE
Person search,2018-12-03T01:42:00Z,2018-12-03,01:42:00,FALSE,NA,53.519703,-2.092128,Male,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
Person and Vehicle search,2018-12-03T03:16:00Z,2018-12-03,03:16:00,FALSE,NA,53.585037,-2.432898,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-03T09:40:00Z,2018-12-03,09:40:00,FALSE,NA,53.576795,-2.095454,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,FALSE,FALSE
Person search,2018-12-03T14:30:00Z,2018-12-03,14:30:00,FALSE,NA,53.480507,-2.234754,Male,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-03T14:33:00Z,2018-12-03,14:33:00,FALSE,NA,53.47927,-2.242372,NA,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-03T17:07:00Z,2018-12-03,17:07:00,TRUE,NA,53.512683,-2.207095,Male,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person search,2018-12-03T17:23:00Z,2018-12-03,17:23:00,TRUE,NA,53.509765,-2.205347,Male,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,NA,FALSE
Person and Vehicle search,2018-12-03T17:55:00Z,2018-12-03,17:55:00,FALSE,NA,53.44351,-2.101538,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
Person and Vehicle search,2018-12-03T17:55:00Z,2018-12-03,17:55:00,FALSE,NA,53.44351,-2.101538,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-03T20:36:00Z,2018-12-03,20:36:00,FALSE,NA,53.534126,-2.213914,Female,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
Person search,2018-12-03T22:55:00Z,2018-12-03,22:55:00,FALSE,NA,53.688398,-1.900159,Male,NA,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
Person search,2018-12-04T09:03:00Z,2018-12-04,09:03:00,FALSE,NA,53.479434,-2.241182,NA,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,NA,FALSE
